,MEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
212,0.38666666666666666,0.002370127957911146,0.0,0.3713343108504399,1.0,0.21399176954732518,0.4303506418854188,0.5242018537590113,0.22942829342814797,0.13043478260869565,0.17175572519083962,0.6382978723404256,0.9849715063795452,0.3945916114790288
238,0.4155555555555555,0.000855570446987225,0.3,0.1638563049853372,0.0,0.08847736625514402,0.5594941559685764,0.16065911431513902,0.4601569533232092,0.21739130434782608,0.215648854961832,0.4255319148936172,0.9558979272782291,0.1277593818984548
94,0.34666666666666673,0.00041159997068671017,0.28,0.5344574780058651,0.0,0.16255144032921812,0.515041195631347,0.7662203913491246,0.2260091480326274,0.13043478260869565,0.15839694656488548,0.5957446808510638,1.0,0.24448123620309054
470,0.3311111111111111,0.04880831580305605,0.0,0.6466275659824047,0.0,0.4012345679012346,0.4993293734431885,0.835221421215242,0.17312151606361792,1.0,0.91412213740458,0.8085106382978724,1.0,0.4017660044150111
502,0.34666666666666673,0.0004377886089089941,0.0,0.42045454545454547,0.0,0.3868312757201646,0.4903238168231463,0.7600411946446962,0.10529330993279928,0.0,0.16412213740458007,0.8936170212765959,1.0,0.2028145695364239
461,0.2822222222222222,0.04143863069164531,0.0,0.6466275659824047,0.0,0.6748971193415638,0.539375359264227,0.8805355303810505,0.1307186570760851,1.0,0.91412213740458,0.8085106382978724,0.9862070704523679,0.35651214128035325
262,0.9733333333333332,0.005775212914752727,0.20000000000000004,0.1286656891495601,0.0,0.5390946502057614,0.9268059015137001,0.9124613800205973,0.10538424465076524,0.1739130434782609,0.1469465648854961,0.042553191489361764,0.9746835443037977,0.11534216335540842
445,0.15111111111111114,0.11987742368540905,0.0,0.6466275659824047,0.0,0.7304526748971194,0.5552787890400461,0.9464469618949536,0.078049268430194,1.0,0.91412213740458,0.8085106382978724,0.10777144586212115,0.6139624724061811
205,0.39111111111111113,0.0014622926320682905,0.0,0.3713343108504399,0.0,0.21399176954732518,0.44644567924889844,0.19979402677651908,0.2560539788485846,0.13043478260869565,0.17175572519083962,0.6382978723404256,1.0,0.2522075055187638
444,0.1288888888888889,0.14382373000840284,0.0,0.6466275659824047,0.0,0.7304526748971194,0.43935619850546104,0.9649845520082388,0.06965599396193473,1.0,0.91412213740458,0.8085106382978724,0.6056785516163196,0.608719646799117
6,0.39777777777777773,0.0009213230365152786,0.125,0.27162756598240473,0.0,0.2860082304526749,0.46963019735581524,0.6560247167868176,0.4029226418354264,0.1739130434782609,0.2366412213740458,0.2765957446808509,0.9967219728680218,0.2952538631346579
347,0.4022222222222223,0.00013914821510380843,0.8500000000000002,0.13526392961876835,0.0,0.09053497942386823,0.5662004215366929,0.2554067971163749,0.6734352408406006,0.13043478260869565,0.31297709923664113,0.5638297872340423,0.9887286297846589,0.1277593818984548
153,0.32,0.024085229742919736,0.0,0.7008797653958944,0.0,1.0,0.4115730982946926,0.984552008238929,0.04488537678800392,0.1739130434782609,0.41221374045801523,0.22340425531914887,0.6597155681073177,0.3879690949227374
25,0.19777777777777783,0.009376431664289083,0.0,0.281524926686217,0.0,0.3148148148148148,0.3904962636520408,0.8527291452111225,0.30235793723685767,0.13043478260869565,0.22900763358778622,0.8936170212765959,0.7642846336174292,0.4078366445916116
119,0.3177777777777778,0.0015560322212416142,0.0,0.35007331378299117,0.0,0.3333333333333334,0.4157884652232229,0.6416065911431514,0.14818721639734833,0.21739130434782608,0.46755725190839686,0.5531914893617023,0.9863835796056283,0.32781456953642385
121,0.34,0.0007342934485243743,0.0,0.9233870967741935,0.0,0.4032921810699588,0.46809733665453157,0.8362512873326466,0.09710009184406515,0.04347826086956519,0.0019083969465648058,0.6914893617021276,0.9515104140400426,0.3460264900662252
344,0.5822222222222222,0.0002716649724603462,0.55,0.12170087976539587,0.0,0.20370370370370366,0.6347959379191417,0.25952626158599384,0.48520946812283466,0.1739130434782609,0.349236641221374,0.5319148936170215,0.9774824751626408,0.0794701986754967
64,0.6222222222222222,0.0001482524198076901,0.17500000000000002,0.033724340175953056,0.0,0.0639917695473251,0.6788656830810502,0.5829042224510813,0.735961952914003,0.08695652173913043,0.05534351145038159,0.6382978723404256,0.9907710928438147,0.17439293598233999
371,1.0,0.10369779075795091,0.0,0.6466275659824047,0.0,0.5061728395061729,0.5087181452385516,1.0,0.003591921359655942,1.0,0.91412213740458,0.8085106382978724,0.9224620505320491,0.21523178807947024
443,0.23111111111111116,0.11195047132804947,0.0,0.6466275659824047,0.0,0.7304526748971194,0.5602605863192185,1.0,0.07718538860951724,1.0,0.91412213740458,0.8085106382978724,0.9743557415905998,0.4724061810154527
401,0.048888888888888885,0.15994042028605637,0.0,0.6466275659824047,0.0,0.6337448559670782,0.5330523088714314,1.0,0.04042048213587465,1.0,0.91412213740458,0.8085106382978724,1.0,0.5129690949227373
494,0.4333333333333334,0.00307126411769916,0.0,0.3383431085043988,0.0,0.41152263374485587,0.45315194481701493,0.4088568486096808,0.11385936036519384,0.21739130434782608,0.38931297709923657,0.7021276595744679,1.0,0.32726269315673295
384,0.08444444444444445,0.22567839812754611,0.0,0.6466275659824047,0.0,0.6481481481481481,0.15462732324200046,0.9093717816683832,0.02818066909765482,1.0,0.91412213740458,0.8085106382978724,0.7199304049624289,0.7974613686534218
505,0.15333333333333338,0.00046184169294147953,0.0,0.42045454545454547,0.0,0.3868312757201646,0.47307913393370393,0.8022657054582903,0.12507161109039822,0.0,0.16412213740458007,0.8936170212765959,1.0,0.16970198675496692
38,0.43777777777777777,0.0018964845181313056,0.0,0.20161290322580644,0.0,0.234567901234568,0.4608162483234337,0.28115345005149334,0.24713328301612275,0.1739130434782609,0.17557251908396945,0.7021276595744679,0.9912501891169501,0.23178807947019875
120,0.3777777777777778,0.0007043956898671808,0.0,0.9233870967741935,0.0,0.4032921810699588,0.44242191990802837,0.6879505664263645,0.10258345533741325,0.04347826086956519,0.0019083969465648058,0.6914893617021276,0.9804579151747441,0.3487858719646799
333,0.38222222222222224,0.0005002816683578742,0.0,0.17338709677419353,0.0,0.26748971193415655,0.5278789040045986,0.3625128733264676,0.4845729250970728,0.1739130434782609,0.0706106870229007,0.8085106382978724,0.9818699884008272,0.1089955849889625
35,0.3088888888888889,0.0006502200519996199,0.0,0.20161290322580644,0.0,0.234567901234568,0.45449319793063814,0.6725025746652935,0.20284807536669425,0.1739130434782609,0.17557251908396945,0.7021276595744679,1.0,0.21937086092715236
176,0.40444444444444444,0.0007182205933064095,0.0,0.13159824046920818,0.0,0.25720164609053503,0.4711630580570991,0.4562306900102987,0.22054397148287247,0.1739130434782609,0.20801526717557245,0.4255319148936172,0.9907458772504919,0.23123620309050774
363,0.26222222222222225,0.04738761027889438,0.0,0.6466275659824047,1.0,0.792181069958848,0.42958421153477677,0.8867147270854789,0.07048349989542507,1.0,0.91412213740458,0.8085106382978724,0.889404407685713,0.3562362030905078
338,0.34666666666666673,0.00030055115281710926,0.0,0.17338709677419353,0.0,0.26748971193415655,0.47863575397585767,0.35427394438722964,0.3348761923814893,0.1739130434782609,0.0706106870229007,0.8085106382978724,0.9980836149074589,0.1870860927152318
49,0.32,0.0023991265358568534,0.0,0.23643695014662752,0.0,0.12962962962962968,0.3910710864150222,0.6086508753861998,0.45086342514708694,0.08695652173913043,0.08778625954198467,0.5638297872340423,1.0,0.39928256070640183
143,0.23555555555555557,0.04598275281477283,0.0,0.7008797653958944,0.0,1.0,0.36539566966851894,1.0,0.02566177740999734,0.1739130434782609,0.41221374045801523,0.22340425531914887,1.0,0.6812913907284769
274,0.6088888888888888,0.0005633367157514418,0.4,0.21810850439882698,1.0,0.12757201646090535,0.612569457750527,0.30895983522142123,0.26807554856368615,0.13043478260869565,0.12786259541984726,0.5319148936170215,1.0,0.04966887417218541
321,0.4022222222222223,0.001969992541295998,0.0,0.25366568914956017,0.0,0.22222222222222227,0.539375359264227,0.529351184346035,0.3101601360383381,0.1739130434782609,0.19083969465648845,0.7446808510638299,1.0,0.14183222958057398
454,0.22000000000000003,0.10685987212751102,0.0,0.6466275659824047,0.0,0.6748971193415638,0.6068212301207128,0.9392378990731204,0.12426229210050109,1.0,0.91412213740458,0.8085106382978724,0.01603711735337132,0.46854304635761596
66,0.32,0.00042115376574634183,0.8000000000000002,0.1066715542521994,0.0,0.026748971193415683,0.4265184901322092,0.29042224510813597,0.49849503041766324,0.13043478260869565,0.28625954198473275,0.37234042553191493,1.0,0.23482339955849896
67,0.3777777777777778,0.0005796343661472816,0.125,0.2056451612903226,0.0,0.0493827160493826,0.44395478060931226,0.19052523171987645,0.48817393992852537,0.13043478260869565,0.3015267175572518,0.6702127659574466,0.9982601240607192,0.17577262693156734
317,0.32888888888888895,0.002685178399701109,0.0,0.34604105571847504,0.0,0.32716049382716056,0.4255604521939069,0.7085478887744593,0.263901645009048,0.13043478260869565,0.22328244274809153,0.6170212765957446,1.0,0.3921081677704195
305,0.5199999999999999,0.000544791113576866,0.33,0.06304985337243398,0.0,0.17901234567901228,0.5853611803027401,0.568486096807415,0.2037301421309642,0.26086956521739135,0.06679389312977092,0.6170212765957446,0.9910736799636897,0.19867549668874177
118,0.3422222222222222,0.0013966524401291744,0.0,0.35007331378299117,0.0,0.3333333333333334,0.4428051350833493,0.7229660144181256,0.12257090634633398,0.21739130434782608,0.46755725190839686,0.5531914893617023,0.8530687377073983,0.37637969094922746
125,0.36444444444444446,0.001828708772002391,0.0,0.9233870967741935,0.0,0.4032921810699588,0.4646484000766431,0.8805355303810505,0.07850394202002381,0.04347826086956519,0.0019083969465648058,0.6914893617021276,0.970043875132382,0.36092715231788086
421,0.20444444444444443,0.07886118313298839,0.0,0.6466275659824047,0.0,0.6851851851851851,0.4684805518298527,0.9515962924819773,0.0677463648846493,1.0,0.91412213740458,0.8085106382978724,0.8060416561601697,0.3854856512141281
151,0.3244444444444445,0.01674724075158919,0.0,0.7008797653958944,0.0,1.0,0.3531327840582487,1.0,0.04201183970027916,0.1739130434782609,0.41221374045801523,0.22340425531914887,0.860557768924303,0.3187086092715232
463,0.3377777777777778,0.06535728720776066,0.0,0.6466275659824047,0.0,0.6748971193415638,0.5656255987737115,0.8959835221421216,0.1520428484391056,1.0,0.91412213740458,0.8085106382978724,0.9922335972565436,0.2362030905077263
480,0.4000000000000001,0.06538943291819659,0.0,0.6466275659824047,0.0,0.3024691358024693,0.5136999425177238,0.6364572605561277,0.20865880384471985,1.0,0.91412213740458,0.8085106382978724,1.0,0.2486203090507727
391,0.40444444444444444,0.05942157053600612,0.0,0.6466275659824047,0.0,0.6481481481481481,0.4771028932745738,0.819773429454171,0.09440842419227241,1.0,0.91412213740458,0.8085106382978724,0.9533007211659692,0.46992273730684336
320,0.41777777777777786,0.0018127483143733567,0.0,0.25366568914956017,0.0,0.22222222222222227,0.5489557386472506,0.5087538619979403,0.3101601360383381,0.1739130434782609,0.19083969465648845,0.7446808510638299,1.0,0.15093818984547464
272,0.43111111111111106,0.0012170410930081033,0.20000000000000004,0.2382697947214076,0.0,0.16255144032921812,0.5704157884652235,0.5746652935118435,0.253516900217334,0.08695652173913043,0.06870229007633578,0.6382978723404256,0.9951081748953554,0.1655629139072848
47,0.25777777777777783,0.0025059042453468502,0.0,0.23643695014662752,0.0,0.12962962962962968,0.47307913393370393,0.850669412976313,0.41464412698124015,0.08695652173913043,0.08778625954198467,0.5638297872340423,0.9895103131776692,0.47102649006622527
22,0.22666666666666668,0.013781630367490659,0.0,0.281524926686217,0.0,0.3148148148148148,0.4945391837516768,0.9145211122554068,0.25891842246451274,0.13043478260869565,0.22900763358778622,0.8936170212765959,1.0,0.46881898454746146
255,0.35333333333333333,0.00032775136933982374,0.8000000000000002,0.11656891495601171,0.0,0.014403292181069949,0.44357156543399134,0.16683831101956748,0.7357255226472916,0.0,0.24427480916030536,0.404255319148936,0.9956629179484595,0.20750551876379697
148,0.2844444444444445,0.026128730307380426,0.0,0.7008797653958944,0.0,1.0,0.311362329948266,0.9361483007209063,0.0363738871863889,0.1739130434782609,0.41221374045801523,0.22340425531914887,0.8993645670482628,0.733719646799117
227,0.5911111111111111,0.004564016496369332,0.0,0.2104105571847507,0.0,0.2448559670781893,0.6901705307530179,0.7929969104016479,0.18969891514881465,0.30434782608695654,0.22900763358778622,0.5106382978723403,0.9374148973725352,0.1277593818984548
235,0.4222222222222222,0.003643143050209803,0.0,0.2104105571847507,0.0,0.25102880658436216,0.48380915884269027,0.6035015447991761,0.22936463912557176,0.30434782608695654,0.22900763358778622,0.5106382978723403,0.9491905794543347,0.25248344370860937
177,0.43555555555555564,0.0005387216437742759,0.0,0.13159824046920818,0.0,0.25720164609053503,0.5276872964169383,0.7260556127703399,0.19895606943775063,0.1739130434782609,0.20801526717557245,0.4255319148936172,0.9967219728680218,0.12582781456953646
343,0.42,0.00021479179245829927,0.55,0.12170087976539587,0.0,0.20370370370370366,0.6006897873155777,0.5509783728115345,0.41852703943838715,0.1739130434782609,0.349236641221374,0.5319148936170215,1.0,0.15038631346578368
254,0.37555555555555553,0.0004706087048785487,0.8000000000000002,0.11656891495601171,0.0,0.014403292181069949,0.4880245257712206,0.29969104016477865,0.7357255226472916,0.0,0.24427480916030536,0.404255319148936,0.9898885470775128,0.13355408388520976
486,0.3133333333333334,0.06390286240691793,0.0,0.6466275659824047,0.0,0.40740740740740744,0.48917417129718355,0.791967044284243,0.21972555902117868,1.0,0.91412213740458,0.8085106382978724,0.9893590196177318,0.3656181015452539
150,0.3666666666666667,0.018548749307068863,0.0,0.7008797653958944,0.0,1.0,0.4907070319984672,0.972193614830072,0.04441251625458087,0.1739130434782609,0.41221374045801523,0.22340425531914887,0.9392304200917849,0.34133554083885215
366,0.37555555555555553,0.041481791365797056,0.0,0.6466275659824047,0.0,0.6851851851851851,0.2686338378999809,0.9114315139031927,0.05662504887741093,1.0,0.91412213740458,0.8085106382978724,0.7960814967976197,0.3385761589403974
260,0.6399999999999999,0.005999670899859595,0.20000000000000004,0.1286656891495601,0.0,0.5390946502057614,0.6978348342594369,0.8125643666323378,0.0893433604015677,0.1739130434782609,0.1469465648854961,0.042553191489361764,0.9896616067376067,0.2168874172185431
138,0.18444444444444447,0.0027366564954341838,0.0,0.7855571847507332,0.0,0.4917695473251029,0.4399310212684424,0.9814624098867148,0.04901381298365903,0.13043478260869565,0.4770992366412213,0.9148936170212765,0.9877452216450655,0.5405629139072848
104,0.3355555555555556,0.0014980350653502061,0.0,0.2969208211143695,0.0,0.27777777777777785,0.4993293734431885,0.8970133882595263,0.11743309478125653,0.1739130434782609,0.37595419847328243,0.8829787234042552,0.9893842352110547,0.29249448123620314
492,0.3355555555555556,0.0011801746838368196,0.0,1.0,0.0,0.4609053497942388,0.4640735773136617,0.8300720906282183,0.08914330402204262,0.13043478260869565,1.0,0.7978723404255321,1.0,0.32064017660044153
411,0.27111111111111114,0.157855445011278,0.0,0.6466275659824047,0.0,0.43621399176954734,0.5932170913968193,1.0,0.03618292427866038,1.0,0.91412213740458,0.8085106382978724,0.08757375561046953,0.53780353200883
83,0.39777777777777773,0.00032808856210663623,0.25,0.16129032258064513,0.0,0.08436213991769548,0.4993293734431885,0.45108135942327504,0.38839127390446393,0.13043478260869565,0.17938931297709917,0.6808510638297873,0.9842150385798579,0.15949227373068434
27,0.2177777777777778,0.010671589081608292,0.0,0.281524926686217,0.0,0.3148148148148148,0.4763364629239317,0.8846549948506693,0.30224881557529854,0.13043478260869565,0.22900763358778622,0.8936170212765959,0.7717484492410107,0.42908388520971313
304,0.6911111111111111,0.0005488374267785881,0.33,0.06304985337243398,0.0,0.17901234567901228,0.7041578846522323,0.3934088568486097,0.2630195782447781,0.26086956521739135,0.06679389312977092,0.6170212765957446,0.9918805789500228,0.1434878587196468
296,0.4911111111111112,0.0005327645715606233,0.0,0.4934017595307918,0.0,0.10699588477366256,0.5725234719294885,0.49536560247167866,0.43928743555001865,0.13043478260869565,0.19465648854961828,0.36170212765957444,0.9897876847042213,0.15618101545253865
144,0.15111111111111114,0.031172572110921132,0.0,0.7008797653958944,0.0,1.0,0.2571373826403525,0.9773429454170957,0.0196691794960398,0.1739130434782609,0.41221374045801523,0.22340425531914887,1.0,0.7604856512141283
456,0.1711111111111111,0.05240548823939068,0.0,0.6466275659824047,0.0,0.6748971193415638,0.4627323242000385,0.8753861997940269,0.13194627576862572,1.0,0.91412213740458,0.8085106382978724,0.025619042816077513,0.4768211920529803
295,0.5244444444444445,0.0013824903439231331,0.0,0.4934017595307918,0.0,0.10699588477366256,0.5972408507376894,0.29042224510813597,0.43928743555001865,0.13043478260869565,0.19465648854961828,0.36170212765957444,1.0,0.12527593818984548
145,0.1955555555555556,0.026672172649890052,0.0,0.7008797653958944,0.0,1.0,0.4922398926997511,1.0,0.02632560085114899,0.1739130434782609,0.41221374045801523,0.22340425531914887,0.43519592516011907,0.7193708609271525
171,0.3133333333333334,0.025936642827887366,0.0,0.7008797653958944,0.0,0.4526748971193415,0.4443379957846332,0.972193614830072,0.11449590339095567,0.1739130434782609,0.41221374045801523,0.22340425531914887,0.8770235513641637,0.28421633554083886
162,1.0,0.02054009739026286,0.0,0.7008797653958944,1.0,0.4526748971193415,0.8126077792680592,0.9814624098867148,0.0828506215387973,0.1739130434782609,0.41221374045801523,0.22340425531914887,0.9816178324675982,0.005242825607064017
53,0.4088888888888889,0.000488817114286319,0.21000000000000002,0.18988269794721407,0.0,0.11111111111111108,0.4669476911285688,0.19052523171987645,0.5169729651083488,0.13043478260869565,0.10687022900763352,0.44680851063829796,1.0,0.18487858719646802
200,0.62,0.00012880763692162123,0.9500000000000002,0.03702346041055716,0.0,0.03703703703703709,0.6848055182985247,0.11328527291452117,0.5932399130664098,0.08695652173913043,0.41030534351145037,0.46808510638297873,0.9682283524131324,0.07505518763796912
432,0.2466666666666667,0.07235853302263642,0.0,0.6466275659824047,0.0,0.40946502057613166,0.5487641310595901,0.7404737384140061,0.09737289599796306,1.0,0.91412213740458,0.8085106382978724,0.24617983761157897,0.28421633554083886
149,0.23111111111111116,0.030658128346357214,0.0,0.7008797653958944,0.0,1.0,0.3901130484767199,0.9474768280123584,0.0360192417863216,0.1739130434782609,0.41221374045801523,0.22340425531914887,0.8864037520802867,0.544150110375276
342,0.2555555555555556,0.00020973390095614663,0.0,0.0524193548387097,0.0,0.2736625514403292,0.5707990036405444,0.5849639546858908,0.4671589266065891,0.0,0.44847328244274803,0.35106382978723394,0.9825003782338999,0.1909492273730685
185,0.5466666666666666,0.0006086329440929891,0.0,0.0733137829912023,0.0,0.21193415637860075,0.49664686721594187,0.6786817713697219,0.19551873709863687,0.08695652173913043,0.011450381679389278,0.5531914893617023,0.9753139341368704,0.31512141280353206
435,0.1866666666666667,0.12536916988086305,0.0,0.6466275659824047,0.0,0.7304526748971194,0.587852078942326,0.9443872296601441,0.09048913784793894,1.0,0.91412213740458,0.8085106382978724,0.276186393665843,0.5943708609271524
95,0.5199999999999999,0.0013006648991771147,0.0,0.08907624633431084,0.0,0.12345679012345681,0.5870856485916844,0.5653964984552008,0.2151151688203039,0.04347826086956519,0.16984732824427476,0.574468085106383,0.901860910787231,0.13576158940397354
291,0.7177777777777777,0.0008153321101478372,0.8000000000000002,0.16458944281524923,0.0,0.053497942386831254,0.6872964169381108,0.2554067971163749,0.36256581400212784,0.13043478260869565,0.1106870229007633,0.7021276595744679,1.0,0.05049668874172186
156,0.18,0.027429058013790735,0.0,0.7008797653958944,0.0,1.0,0.32784058248706666,0.9382080329557158,0.05517918686175194,0.1739130434782609,0.41221374045801523,0.22340425531914887,0.22267890463462608,0.39762693156732903
450,0.1866666666666667,0.07543451783907093,0.0,0.6466275659824047,0.0,0.6748971193415638,0.6108449894615828,0.9237899073120494,0.10857605325137082,1.0,0.91412213740458,0.8085106382978724,0.0,0.43349889624724075
381,0.13111111111111112,0.17835339330568953,0.0,0.6466275659824047,0.0,0.5884773662551441,0.5717570415788467,0.9907312049433572,0.0354281661195428,1.0,0.91412213740458,0.8085106382978724,1.0,0.5339403973509934
449,0.1777777777777778,0.08451950255524679,0.0,0.6466275659824047,0.0,0.6748971193415638,0.5472312703583062,0.9824922760041195,0.0959725013412871,1.0,0.91412213740458,0.8085106382978724,0.766276665489939,0.4850993377483444
474,0.1955555555555556,0.09047410202194273,0.0,0.6466275659824047,0.0,0.40946502057613166,0.3575397585744395,0.9526261585993822,0.11823332029935713,1.0,0.91412213740458,0.8085106382978724,0.888244490392859,0.4528145695364239
79,0.34,0.0008716433022051967,0.0,0.45344574780058655,0.0,0.10699588477366256,0.4431883502586702,0.34706488156539655,0.30672280369922433,0.1739130434782609,0.4026717557251908,0.6489361702127658,0.9978818901608756,0.20336644591611486
407,0.5088888888888888,0.134256447238099,0.0,0.6466275659824047,0.0,0.5637860082304529,0.39222073194098495,1.0,0.014149442115505312,1.0,0.91412213740458,0.8085106382978724,0.8365777396742146,0.2869757174392937
499,0.2777777777777778,0.0019277310478557491,0.0,0.3383431085043988,0.0,0.41152263374485587,0.3847480360222266,0.7270854788877446,0.11551437223217453,0.21739130434782608,0.38931297709923657,0.7021276595744679,0.9971506379545112,0.3689293598233996
303,0.6244444444444445,0.0010529406131603164,0.34,0.20637829912023456,0.0,0.09876543209876548,0.6554895573864727,0.15242018537590118,0.39666633323936745,0.26086956521739135,0.27099236641221375,0.37234042553191493,0.9836855111200768,0.08636865342163358
30,0.1711111111111111,0.012638996478358745,0.0,0.281524926686217,0.0,0.3148148148148148,0.4123395286453344,0.9392378990731204,0.2822068037355982,0.13043478260869565,0.22900763358778622,0.8936170212765959,0.9073831257249485,0.5758830022075055
487,0.34666666666666673,0.054280729613212925,0.0,0.6466275659824047,0.0,0.40740740740740744,0.4491281854761451,0.518022657054583,0.18393365402977202,1.0,0.91412213740458,0.8085106382978724,0.9781128649957136,0.26821192052980136
77,0.35111111111111115,0.0009076105306649873,0.0,0.45344574780058655,0.0,0.10699588477366256,0.4941559685763557,0.44181256436663235,0.2692486064254471,0.1739130434782609,0.4026717557251908,0.6489361702127658,0.9749357002370267,0.23565121412803536
500,0.26222222222222225,0.0024509418243567407,0.0,0.3383431085043988,0.0,0.41152263374485587,0.47250431117072256,0.7909371781668383,0.12445325500822961,0.21739130434782608,0.38931297709923657,0.7021276595744679,1.0,0.34768211920529807
376,0.19777777777777783,0.17176239869043322,0.0,0.6466275659824047,0.0,0.5884773662551441,0.5916842306955357,0.9309989701338826,0.01957824477807385,1.0,0.91412213740458,0.8085106382978724,0.914569569821978,0.593543046357616
142,0.1866666666666667,0.037256765997661236,0.0,0.7008797653958944,1.0,1.0,0.35294117647058826,1.0,0.017459465849466643,0.1739130434782609,0.41221374045801523,0.22340425531914887,1.0,0.6923289183222959
269,0.3488888888888889,0.000947848867504375,0.20000000000000004,0.2382697947214076,1.0,0.16255144032921812,0.45200229929105196,0.6035015447991761,0.253516900217334,0.08695652173913043,0.06870229007633578,0.6382978723404256,0.9859801301124616,0.3289183222958058
191,0.5666666666666667,0.0007057444609344168,0.45000000000000007,0.10923753665689148,0.0,0.10699588477366256,0.608928913584978,0.28733264675592174,0.4865189280615447,0.1739130434782609,0.4026717557251908,0.2765957446808509,0.9818699884008272,0.08167770419426051
101,0.4777777777777778,0.0012138939605178742,0.0,0.2969208211143695,0.0,0.27777777777777785,0.6169764322667177,0.7044284243048403,0.15699879056825106,0.1739130434782609,0.37595419847328243,0.8829787234042552,0.9966715416813758,0.16390728476821195
173,0.4133333333333334,0.0009605497950542358,0.0,0.13159824046920818,0.0,0.25720164609053503,0.547039662770646,0.8362512873326466,0.1379206867389901,0.1739130434782609,0.20801526717557245,0.4255319148936172,0.9964698169347926,0.20171081677704197
208,0.43111111111111106,0.001456110764676763,0.0,0.3713343108504399,1.0,0.21399176954732518,0.47959379191415996,0.5787847579814624,0.28277059898698725,0.13043478260869565,0.17175572519083962,0.6382978723404256,0.9607141056029049,0.35678807947019875
356,0.2844444444444445,0.10089526927539973,0.0,0.6466275659824047,1.0,0.792181069958848,0.5079517148879096,0.9732234809474769,0.09026180105302406,1.0,0.91412213740458,0.8085106382978724,0.95166170759998,0.43791390728476837
351,0.42444444444444446,0.0008225255558397954,0.6,0.04508797653958941,0.0,0.053497942386831254,0.5782716995593027,0.33985581874356335,0.8712182524165903,0.13043478260869565,0.42748091603053434,0.6063829787234043,0.9341368702405568,0.10375275938189851
44,0.36,0.0013079707424580103,0.0,0.23643695014662752,0.0,0.12962962962962968,0.48055182985246225,0.3820803295571576,0.41750857059716834,0.08695652173913043,0.08778625954198467,0.5638297872340423,0.981063089414494,0.2157836644591612
419,0.07555555555555556,0.13269636870365567,0.0,0.6466275659824047,0.0,0.6851851851851851,0.6252155585361181,0.7579814624098867,0.060417026616591984,1.0,0.91412213740458,0.8085106382978724,0.12136265066317006,0.5797461368653422
